,N,xm,nr,ni,p1,p2,p3,taus_out,taua_out
0,7,0.64,1.71,0.045,1.6851099787192252,-0.0015774732043744,-0.009044230431717,0.036755837000011775,0.03224382859799435
1,10,0.336,1.3,0.023,2.2354631891384167,-0.0964441326893526,-0.1048013336447299,0.0008480184604179835,0.01319563692191989
2,6,0.64,1.3,0.023,0.3397161498187506,-0.0001231821865324,-0.0024862232138497,0.006374783906152051,0.016244429968662332
3,7,0.48,1.3,0.023,0.6183080585982746,-0.0001893047944417,-0.0013087568908385,0.0024431925211310227,0.013706261493430348
4,8,0.53,1.8,0.023,1.429309890929084,-0.0079677862809254,-0.013563709275541,0.023746888620051667,0.013823311360285393
5,8,0.96,1.68,0.023,8.327186075300396,-0.3405934345730143,-0.2042852872700543,0.19110662905595455,0.03591061277477699
6,8,0.336,1.68,0.045,0.5550904427175937,-0.0005998493939701,-0.0022539227350631,0.00288051772165145,0.01643888178049747
7,7,0.65,1.6,0.02,-1.0571814447660604,0.0152847911623664,0.0484186094615342,0.029119074709895856,0.015357165903403212
8,8,0.832,1.68,0.023,5.369441984411892,-0.1350532371161147,-0.1061866097679085,0.11107634230924678,0.028467489101925716
9,9,0.53,2.0,0.023,4.739164740145148,-0.2070661713334601,-0.2284544386674179,0.03766628648554614,0.01391980219413845
10,10,0.336,1.71,0.09,3.304230840442911,-0.1025914841447026,-0.1188049262444584,0.003875617309948686,0.03994057659282581
11,9,0.479,1.8,0.023,4.112836159879749,-0.1170542387778318,-0.1650403066221224,0.017605073296273786,0.013507653878612035
12,9,0.82,1.54,0.046,16.325931049300017,-2.28231529535878,-0.7550764689192201,0.07635016270775782,0.0634684851505108
13,8,0.504,1.71,0.045,1.5702607001359528,-0.00627917598839,-0.012585372003804,0.015933194393013182,0.02648738142288592
14,10,0.64,1.3,0.09,16.637300040342396,-2.87847177985168,-0.4837455893285507,0.011385775867203723,0.10472812038071658
15,8,0.64,2.3,0.09,3.652721120146475,-0.0415855370809911,-0.064294560524393,0.1084780458403183,0.05851368517694476
16,8,0.73,1.8,0.023,3.4446157369170285,-0.0624844110507611,-0.0631064209844613,0.08812923165199794,0.02242334469417288
17,9,0.832,1.3,0.023,11.962073176651831,-2.173318236955123,-0.6182075344959195,0.025795321380251136,0.03351957667008397
18,8,0.64,2.0,0.09,3.934955950047554,0.0041403512283016,-0.0249340060500509,0.07372608445861487,0.06508905794862589
19,8,0.64,1.3,0.09,3.7417009565103054,-0.0266182471107581,-0.0378502396003421,0.009165218728383136,0.08430309374581445
20,8,0.73,1.68,0.023,3.491223511552275,-0.0568565759752539,-0.0557952557295428,0.0662369848369446,0.023237858344115455
21,8,0.96,2.0,0.006,2.159769534814207,-0.4002703531157582,-0.2008889120187547,0.39128560905169424,0.009895888252785577
22,8,0.64,1.8,0.09,4.408151309288529,-0.0335903216532323,-0.0532885554425296,0.051576329437533895,0.07057568696423801
23,7,0.64,1.3,0.09,2.008271430535596,-0.0014353420066667,-0.009418676427386,0.008018575868546849,0.0737560960831847
24,10,0.43,2.0,0.023,4.236493889011678,-0.3836533483833326,-0.2260957000104377,0.017531408410227888,0.011430935181459136
25,8,0.43,1.8,0.023,0.8625561125873202,-0.0025056327740119,-0.0054047916903552,0.010098177861010457,0.010456378339123206
26,8,0.96,2.0,0.3,33.98653312121643,-0.8199919401528732,-0.7166849443008517,0.366201634253424,0.42661250193620365
27,8,0.58,1.46,0.078,2.75698482435117,-0.0151083173165053,-0.0252368022964856,0.013309586661944178,0.061786065381720025
28,8,0.96,1.71,0.045,10.774677708917949,-0.1445014627279606,-0.2181678585836919,0.20520074387664486,0.06958274404864154
29,10,0.43,1.3,0.023,3.8088051857493017,-0.3593825500711147,-0.2029329021462945,0.002249661855212556,0.01722202037929171
30,8,0.64,1.68,0.09,4.399234834807904,-0.0301663548197295,-0.0490421790979388,0.039231863670835546,0.0740915032887148
31,7,0.43,1.98,0.09,0.3683845486422873,0.0014537560317274,0.0036091437394105,0.012063260390985986,0.03182368055411013
32,9,0.43,1.68,0.023,3.2017404978797206,-0.0625482826596168,-0.1126750462347062,0.008728039224350602,0.01264265356972472
33,8,0.58,1.45,0.023,1.4287163596667498,-0.0115548780282245,-0.0131288170585436,0.012537845654100668,0.018419010161521178
34,7,0.64,2.0,0.004,0.9419140764895128,-0.000435266140542,-0.0049989687137438,0.06474426663744634,0.002559199732840692
35,8,0.64,1.45,0.09,3.2587962701589697,-0.0263043248910559,-0.0356239048033152,0.018957755636632448,0.08068576962840619
36,6,0.48,1.68,0.023,0.3586692402739528,-0.0001212420961369,-0.0010400781894232,0.009054841163215272,0.009645941288386972
37,8,0.336,2.0,0.023,0.4629349027393724,-0.0003978161428647,-0.0020257217085504,0.0051380583266884645,0.006709029329793636
38,8,0.336,1.8,0.023,0.4753791718707608,-0.0006682687104175,-0.0019599062833239,0.003707298015412482,0.0077345823091656005
39,8,0.52,1.76,0.035,1.3420326822226722,0.0138026004731648,0.0207346395264557,0.020217602504458105,0.020917678664928132
40,6,0.448,1.71,0.045,0.3839478519355901,-0.000153794950063,-0.0008647869681412,0.007363481195598986,0.01696504013101014
41,8,0.64,1.71,0.045,3.03741590828678,-0.0283316620514169,-0.0366109523199483,0.042011859857971935,0.036854641844857795
42,9,0.64,1.71,0.023,8.007671039097104,-0.3037818443767652,-0.3221300284432125,0.04716776009750852,0.021207320106682352
43,10,0.336,1.3,0.09,3.3826073635315304,-0.102373960146777,-0.1187389688136498,0.0009189678554612851,0.05156462544003062
44,9,0.84,1.82,0.064,20.77133081542736,-3.129930922028288,-0.9617385797008854,0.1797259565488215,0.08734873251407295
45,8,0.64,2.0,0.3,9.915112155065856,-0.0568596260167038,-0.1144693417048146,0.07778672176502706,0.2104753834922143
46,10,0.336,1.71,0.023,2.2719653175904653,-0.0969547115016552,-0.1063957489863443,0.0038215121648630976,0.010225499133025494
47,10,0.53,1.3,0.023,5.589116779961808,-1.058658704532019,-0.2949489291317944,0.005113310121428074,0.021762015745141996
48,8,0.96,1.3,0.09,13.649552076970837,-0.3162952063191632,-0.2320449914527729,0.03989549004743686,0.13422000048477045
49,8,0.64,1.45,0.023,1.9786039112467584,-0.0207322572672395,-0.0212521134118453,0.01848077331395115,0.020854303332922965
50,9,0.53,1.68,0.023,4.707911566711161,-0.1993945654753448,-0.2188411132258568,0.020375339644701063,0.016530113731442142
51,9,0.336,2.0,0.09,2.418522932870383,-0.0167745517664071,-0.0528645474822632,0.005801480592233828,0.029397353075743555
52,8,0.64,1.8,0.045,3.0168944481938844,-0.0286389202029067,-0.039523518762669,0.05142978084224576,0.03552028691781111
53,9,0.64,1.3,0.045,7.427990807425422,-0.5517019816395928,-0.3732458079199292,0.009717889574658642,0.0476658976378026
54,6,0.336,1.68,0.023,0.1325917039266749,-2.943919131860129e-05,-0.0002359079491303,0.002141522711181361,0.006267922839730611
55,8,0.336,1.3,0.045,0.5553821493512086,-0.0005909357067947,-0.0023005749356552,0.000694083120832914,0.020781936384787744
56,10,0.64,2.0,0.09,16.122930312502127,-2.1936998354820085,-0.5378356403153185,0.09158850411422824,0.08085889133397989
57,9,0.64,1.3,0.09,10.388531306264218,-0.5554655501658936,-0.4175225121986425,0.010284149585961182,0.09459519214269879
58,9,0.73,1.45,0.023,8.935626055555078,-1.1128367548736748,-0.5022482261484679,0.03464179669434936,0.027763841971826006
59,7,0.73,1.3,0.023,1.5380146566607211,-0.0036448287524386,-0.0122316940790674,0.012357542152938043,0.022304770869997832
60,10,0.336,1.66,0.002,1.9456854965504216,-0.0953771893551037,-0.1021671370950159,0.003395625519452314,0.0009205802769321481
61,8,0.48,1.8,0.023,1.1273389874378787,-0.0045128708756587,-0.0088086759029125,0.01582525336319078,0.012072529154772227
62,8,0.43,1.3,0.023,0.7521069018319306,-0.0022385693085507,-0.0044931048235668,0.0018113182102742409,0.013866332426113785
63,8,0.96,1.68,0.045,10.946264816231412,-0.2812119155773209,-0.2184818270198017,0.18922075265560115,0.0694915178666966
64,9,0.832,1.8,0.023,13.50065889900078,-2.531047965662434,-0.7560040502285839,0.167275619589406,0.031362650811639026
65,8,0.78,1.84,0.05,5.920778941983018,-0.1133726808725236,-0.1135835144507221,0.12479244170077398,0.053557603216257084
66,8,0.336,1.45,0.09,0.7233556788760028,-0.0008620849697126,-0.0028141975619374,0.0014791262647437528,0.03813793882044365
67,6,0.96,1.68,0.023,2.685195322643388,-0.0062309496760917,-0.0274520578122835,0.14240015712667586,0.026758239245307455
68,9,0.479,1.68,0.023,4.056674900398377,-0.1160531492212428,-0.162867416256243,0.013515571036741727,0.01448134159233195
69,9,0.336,1.66,0.002,1.836892280395765,-0.0157633148217602,-0.0484963761847156,0.0030678060343209868,0.0008317058852546385
70,9,0.81,1.85,0.02,11.170529589740186,-2.1796330094275818,-0.7048374368721356,0.16741861923443732,0.025838591427557994
71,8,0.336,1.3,0.3,1.550003756550731,-0.0008235559242496,-0.0058015466295871,0.0013782338423468053,0.13834806006106787
72,9,0.58,1.45,0.023,5.115969492916039,-0.3142817643054852,-0.2709241358233598,0.014068166364423337,0.020667162953592007
73,8,0.64,1.45,0.3,9.953770565089217,-0.0555416502810296,-0.1156297817040022,0.025771069557126963,0.2603988496271683
74,8,0.336,1.45,0.045,0.5543727940269235,-0.0007981575007212,-0.0022385211162496,0.0014365813531589846,0.019089400076029932
75,8,0.64,1.68,0.3,9.958209789431198,-0.0521240763836545,-0.1068139866377579,0.04496458241343757,0.23908466712708298
76,8,0.82,1.54,0.03,4.681030749245075,0.0980496325479964,0.0091062375293937,0.06817448745093659,0.037088981983355744
77,8,0.336,1.68,0.004,0.4115707907152878,-0.0005374561282809,-0.0017691574143305,0.002870188883816477,0.0014626804126535362
78,8,0.96,1.71,0.006,5.883325272777404,-0.316971373297189,-0.1708112746777412,0.2091968717833731,0.009458301983638649
79,9,0.832,1.3,0.09,21.17910219300632,-2.53355227450931,-0.8436415264476332,0.027205451122000446,0.1279301754025911
80,8,0.96,1.3,0.006,4.786552395668948,-0.1746749883338149,-0.0711430024862955,0.03860101866540982,0.009368320769995202
81,9,0.832,1.68,0.023,13.51845871213759,-2.441210075352596,-0.7288087018288696,0.12464182305813265,0.031944153595487676
82,6,0.53,1.68,0.023,0.443697934083831,-0.0001520578890111,-0.0015593020260086,0.013534108724023317,0.010979957162087889
83,6,0.64,1.68,0.023,0.6215655548782276,-0.0003289395628818,-0.0033657868040961,0.029067954618770916,0.014257219368208883
84,7,0.48,1.45,0.023,0.6502054429521992,-0.0001500666800995,-0.0014245148986577,0.005176303334103468,0.012808551547685345
85,8,0.58,2.0,0.023,1.6802924396664969,-0.0150126130467899,-0.022747400682184,0.04890439647584014,0.01426962050648567
86,8,0.48,1.68,0.023,1.0891007294428,-0.0043529410094116,-0.0081454550592924,0.012148289785600664,0.012941330268967996
87,8,0.96,2.0,0.023,4.074256366303451,-0.4124373484971953,-0.2162823957305812,0.387900953431747,0.037644999199455284
88,6,0.832,1.71,0.045,2.177705431303133,-0.0027741213245192,-0.0155801343410895,0.08909323129706335,0.04100629204832272
89,9,0.64,2.0,0.023,6.186139564225829,-0.5542253738627679,-0.3805143163512577,0.08285608881394285,0.01882806534077293
90,8,0.64,1.8,0.3,10.014161247835622,-0.0530672984069746,-0.1107131384774026,0.05668383550872207,0.22787301295117776
91,9,0.832,2.0,0.023,9.978358061210114,-2.604701752097621,-0.7444395074511373,0.24650218589740677,0.030721575673225077
92,10,0.64,1.71,0.023,10.30599194818964,-3.0350895103203825,-0.3959414883348613,0.052220316336255825,0.023479023857096163
93,10,0.336,2.0,0.09,3.198936474755578,-0.1029642483072418,-0.1193471763456535,0.0064214149555764655,0.032538694165010665
94,8,0.64,2.3,0.023,1.446689926023481,-0.0323947509249775,-0.0431197259020653,0.10884152679710579,0.015063234313562612
95,9,0.46,1.6,0.09,5.018082003034202,-0.0974529279957787,-0.156132587607879,0.009456340098521247,0.05613509936036357
96,7,0.73,1.45,0.023,1.756763018673949,-0.0025874757641861,-0.0103208671983997,0.02700898858519873,0.021646489571963412
97,8,0.96,2.0,0.045,7.62775943282118,-0.4621551509673877,-0.2745479881843028,0.38391748583163066,0.07291385295825113
98,8,0.82,1.54,0.055,7.124019774747215,-0.0905050547782866,-0.0983338722598579,0.06802069815007185,0.06742137341477675
99,8,0.336,1.3,0.023,0.4681341663600847,-0.0005286419897533,-0.0020230218869776,0.0006829699749190869,0.010627391074910009
100,9,0.336,1.68,0.004,2.015751432886212,-0.0154353671270708,-0.0479702876546049,0.0032197509624022243,0.0016408211643778475
101,7,0.64,2.0,0.001,0.821449746519264,0.00015087059393,-0.0024400835753831,0.06477116048984553,0.0006400391318244304
102,6,0.64,1.71,0.045,0.903401053013924,-0.0003924690765217,-0.0041126999274101,0.031308439239367714,0.027465132912211192
103,7,0.43,2.0,0.023,0.5482294500835047,-0.0001557523141113,-0.0010333589617281,0.012351390883649936,0.00805342875416091
104,8,0.336,1.68,0.3,1.4418886178301882,-0.000980156056872,-0.005334868506342,0.0034343555836172193,0.10854820499275772
105,8,0.64,1.3,0.045,2.409394624840804,-0.0216218500940071,-0.0241911209673045,0.008660568653299713,0.04247977667803936
106,6,0.523,1.69,0.017,0.4635101867886244,-0.0003099298932069,-0.00144104135934,0.01314242155789385,0.007935573979822063
107,8,0.336,1.45,0.023,0.4699441710214903,-0.0005154594042013,-0.0019894971250487,0.0014265192906898953,0.00976214271419052
108,10,0.64,2.0,0.023,8.53741666677493,-2.6763530907454323,-0.471463246504783,0.091731537798369,0.02084490605579533
109,8,0.64,1.8,0.023,2.3508040858754007,-0.0263907806692929,-0.0327368842220821,0.0514839972941409,0.018212635308522497
110,8,0.64,1.68,0.045,2.976197187090196,-0.0267714885745334,-0.0357323681949084,0.038991728992717134,0.037303861664026196
111,9,0.73,1.68,0.023,9.031523661002469,-1.1133965331233528,-0.5157538746235925,0.07432495346563474,0.026075352679762225
112,8,0.832,2.0,0.023,3.8439569625891368,-0.1693260124552863,-0.1308483666918365,0.21967394658490919,0.027377971310376475
113,8,0.96,1.3,0.3,30.57552669898505,-0.5951782060959112,-0.5480859128087617,0.06560706237438284,0.4024345577827778
114,7,0.58,1.45,0.023,0.8439064209483377,-0.000241843390185,-0.0026975765473333,0.0109694326424371,0.01611489699915784
115,10,0.64,1.3,0.045,11.516157629303011,-2.868808370215392,-0.3685249241350408,0.010758858734449048,0.05277181379721953
116,8,0.43,1.68,0.023,0.8436261599674587,-0.0020376971051981,-0.0052236878619721,0.007779332575178777,0.011268442341238158
117,9,0.43,1.8,0.023,3.142458361559988,-0.0614305686481934,-0.110925857843917,0.01132967277251836,0.011731556583621187
118,8,0.336,2.0,0.09,0.6778525011412831,-0.000731918748517,-0.0027190087502636,0.005171625166029351,0.026205739821776527
119,9,0.56,1.9,0.062,6.958690261275574,-0.2951954401457728,-0.293376173340323,0.04032960966570298,0.042805130499258125
120,8,0.5,1.9,0.035,0.921834087776358,0.0106371007630919,0.0199293659716854,0.022491171152128803,0.018318837820849778
121,9,0.504,1.66,0.002,3.746523610550738,-0.1469838842330581,-0.1780571736215469,0.015806885225048042,0.0013619276964822716
122,8,0.437,1.66,0.002,0.6542056250307957,-0.0022114777625666,-0.0032084790119242,0.007903646195015615,0.0010128749812758236
123,9,0.62,1.9,0.03,-0.0625113866744684,0.3484336422523547,0.2236498444137401,0.061432559344709675,0.02429037829097055
124,7,0.43,1.3,0.023,0.5251093424161426,-3.558824549804076e-05,-0.0009158261007585,0.0015849526905982437,0.012133417950991194
125,8,0.43,2.0,0.023,0.8615617851685868,-0.0024173779847446,-0.0058589928742509,0.014115436607338674,0.009203632540004609
126,7,0.6,1.84,0.05,1.511922263900373,-0.0013437077824352,-0.0073725460835508,0.03742223432031892,0.03075803228467868
127,9,0.54,1.64,0.03,5.142028038972181,-0.2223437970049988,-0.235150827968049,0.01982751021252275,0.02254525861997432
128,8,0.53,2.0,0.023,1.4193465101982592,-0.0089273914117483,-0.0153287987835783,0.033569751943124865,0.012405903271985843
129,8,0.53,1.45,0.023,1.2077289706070349,-0.0069658698504258,-0.0100551370122364,0.008772044244452144,0.01648607687020371
130,8,0.7,1.86,0.09,5.905419809878767,-0.0633883573062366,-0.0869739636206697,0.08369324262944322,0.07937295562066675
131,10,0.64,2.0,0.045,12.00782148199439,-2.92786655340132,-0.5528740830422794,0.09158821437175203,0.04066897481623783
132,9,0.62,1.92,0.05,8.242204116629408,-0.2844769652338874,-0.3201632669059917,0.06358033994165271,0.040034114241982145
133,8,0.54,1.58,0.074,1.8683464894343955,0.0112881221625678,0.0151931900502698,0.015041274768082842,0.050837460727061475
134,8,0.832,1.71,0.045,7.158336439674375,-0.1637692195759497,-0.1354020494669052,0.11956230482949816,0.05503007039290751
135,8,0.64,1.3,0.3,9.391510872448116,-0.0475167085054205,-0.0966927871464877,0.01651590984773779,0.2724614783331915
136,6,0.43,1.68,0.023,0.2558673084868479,-7.846859053835709e-05,-0.0006433933007278,0.005799095537985438,0.008400048856327324
137,8,0.53,1.3,0.023,1.0856130236819694,-0.0067767092959129,-0.0088499330838836,0.0041164370872914715,0.01751936936743131
138,7,0.74,1.82,0.014,1.8772836988319768,-0.0044730964165579,-0.0171416016100803,0.08517577617446594,0.012165668221040688
139,8,0.64,2.3,0.045,2.189360520071346,-0.0369163415368575,-0.0505311818566615,0.10865631113195488,0.029403372880225914
140,8,0.336,1.8,0.3,1.4031318608017476,-0.0009493776095291,-0.0052022555579962,0.004223808166370302,0.09974707289726627
141,9,0.832,1.68,0.023,13.51845871213759,-2.441210075352596,-0.7288087018288696,0.12464182305813265,0.031944153595487676
142,9,0.43,1.45,0.023,3.0918739192314675,-0.0617301422995399,-0.1108638716878218,0.004282397880409761,0.014444436791818963
143,8,0.64,1.45,0.045,2.6728190818122184,-0.0230890265132344,-0.0283262122572696,0.018544635139990447,0.04064813681476525
144,8,0.96,1.3,0.004,4.602412315063293,-0.1733338257569472,-0.0676576212780735,0.03864362092432399,0.006252565341483396
145,9,0.48,1.7,0.09,5.992076274396996,-0.1281470914717362,-0.1885459045529417,0.01446855244061843,0.05592288928000068
146,9,0.48,1.5,0.015,3.589229302379718,-0.1124782468728229,-0.1553046214641283,0.008013518175778818,0.010451414387140439
147,9,0.336,1.3,0.09,2.543806080054045,-0.0167685770822325,-0.0534713924441781,0.0008302491297055225,0.046586488461761284
148,8,0.73,1.45,0.023,3.117325622308697,-0.0463998029930173,-0.0403568636110594,0.030872110312575765,0.024742607885431794
149,10,0.336,1.3,0.001,1.8625097381934248,-0.0943905923872549,-0.1003023242337923,0.000843497756324099,0.000574061164676298
150,9,0.58,1.68,0.023,5.537133071406153,-0.324114938334774,-0.2846302329573881,0.02937433810874617,0.018682936021729206
151,9,0.58,1.8,0.023,5.613726139567081,-0.3314363257442242,-0.2907239968864303,0.038570977579616465,0.017640870467821267
152,6,0.73,1.68,0.023,1.0363692883881974,-0.0010421846023212,-0.006648311445965,0.04935923270134527,0.01731665262710352
153,8,0.336,2.0,0.3,1.330110183004712,-0.0009905409585383,-0.0049580366626608,0.005580535415900183,0.08642457984790787
154,9,0.479,2.0,0.023,4.104021848964175,-0.119396527226979,-0.1681214640140286,0.0247383813846399,0.011997027007597185
155,8,0.336,1.68,0.09,0.7132769670366184,-0.0005208409800277,-0.0028420570207655,0.002916912421506523,0.03283671713774993
156,10,0.336,2.0,0.045,2.57087883426808,-0.0999615927755297,-0.1117425690117294,0.0063869727667655455,0.01629030473472865
157,8,0.832,1.45,0.023,4.91247803196788,-0.1037795282474936,-0.0761582438924958,0.050872078443972624,0.02946780088380511
158,8,0.64,1.45,0.004,1.4183171543660855,-0.0184838112779631,-0.0155868648672098,0.01849962077172844,0.0036388596004082994
159,7,0.58,1.3,0.023,0.6938282866515807,-9.787297721808656e-05,-0.0020071962768272,0.00511622218819365,0.016999744649364955
160,8,0.58,1.68,0.023,1.6744549239244126,-0.012759546447415,-0.0173367293091681,0.026179027732440616,0.016650625400496544
161,8,0.448,1.71,0.045,1.160681916537109,-0.0030101321846652,-0.007569104510201,0.009878362720263734,0.022759183533749262
162,10,0.336,2.0,0.023,2.2542035184735183,-0.0982387183122978,-0.1079656252733539,0.006379736257442878,0.008330352624688559
163,8,0.58,1.68,0.07,2.308131686075921,0.0221234766788496,0.0232156041611835,0.026285929944115424,0.05040181153538707
164,8,0.336,1.68,0.023,0.4762021953709774,-0.0006402606675628,-0.0019729859913173,0.002872266978480591,0.008406704118627428
165,8,0.96,1.68,0.004,5.955581370004161,-0.3063056691211475,-0.1634557463174819,0.19310691005065772,0.0063049482107729775
166,10,0.336,1.3,0.004,1.9209625939408563,-0.0946442166342043,-0.1010115143803793,0.0008435676380612615,0.0022960508728511195
167,9,0.58,2.0,0.023,5.455367373042137,-0.34041326638713,-0.2990300213438677,0.054873477035412344,0.016011314924487853
168,8,0.96,2.0,0.004,1.289535867274454,-0.3748008924374418,-0.1690737825021435,0.3917017256822674,0.00660314766291745
169,8,0.48,1.45,0.023,0.9714943412430436,-0.0040911099125548,-0.0069542242103182,0.005916054020002167,0.01463903445821017
170,6,0.168,1.68,0.023,0.0274384360506597,5.97281512676878e-06,-3.0440875846992656e-05,0.00013180047498967184,0.0029517493830207003
171,10,0.336,1.66,0.001,1.926721184504,-0.0951478131578884,-0.1019624632726705,0.0033956799491177522,0.0004603005091537416
172,9,0.336,1.3,0.004,1.840474863426923,-0.0157611740754066,-0.0484750298434946,0.0007621281780270184,0.0020743862014491942
173,8,0.96,1.71,0.023,8.198246265029944,-0.350287005406764,-0.2097793698487754,0.2072764072639553,0.03595354549594215
174,8,0.73,2.0,0.023,3.03434010331483,-0.0721300619489976,-0.0730629544633081,0.12802083684589152,0.02119886960248623
175,10,0.64,1.3,0.023,8.060432615164414,-2.748540925787709,-0.2361221291128059,0.010626634759454877,0.02707913345673183
176,10,0.53,1.3,0.09,9.192423910743829,-0.5845435382347423,-0.3037518846289856,0.005510400799377352,0.08459955069017641
177,8,0.48,2.0,0.023,1.1344289181250855,-0.0047060228722657,-0.0098028902236086,0.022239910871656283,0.010724479844434915
178,8,0.96,1.3,0.045,9.093114777537863,-0.2448248415025097,-0.1486516492730851,0.03847198063202647,0.06876022018326822
179,10,0.53,2.0,0.09,11.094568060397664,-1.3071626235137672,-0.4649141134916528,0.04181521791485216,0.05999522459254585
180,8,0.832,1.3,0.023,4.29944252758615,-0.0895388264907618,-0.0576065618643213,0.022987869378911934,0.029871449894717784
181,8,0.336,1.66,0.002,0.4030099267363498,-0.0005601178118205,-0.001720580113913,0.002734740320053743,0.0007414092003816266
182,10,0.43,2.0,0.09,6.430512783854391,-0.4099682540808969,-0.2630858193500557,0.017622680967914597,0.04459670719912571
183,9,0.83,1.9,0.08,22.24174400314832,-1.755333669393648,-0.9523763522914256,0.20126034682572153,0.1054112109116171
184,9,0.73,1.8,0.023,9.219270399700155,-1.2103548188464486,-0.5563569940973687,0.09889038665666172,0.025161381591281458
185,9,0.64,1.71,0.045,8.374906668669055,-0.5901235862351034,-0.4106114452226544,0.04714085544143271,0.04135402120800293
186,9,0.74,1.64,0.03,11.013758891505018,-1.3721996529725329,-0.6084427497423837,0.0702797792474682,0.035054391402942024
187,9,0.64,1.71,0.09,11.134196203156122,-0.6308859822039228,-0.4610765996383713,0.04738390093225618,0.082143310303493
188,10,0.64,1.71,0.09,17.679226485338738,-2.4145187227073097,-0.6068178886044926,0.05245960992875146,0.09094240727327242
189,7,0.64,1.3,0.023,1.027853454457859,-0.0008074883491079,-0.0038548235677946,0.007483941194685856,0.01907082034723355
190,8,0.336,1.8,0.004,0.4130802149236184,-0.0004708591528508,-0.0017751472802588,0.0037056820213406086,0.001345702295975619
191,7,0.48,2.0,0.023,0.7306930453628558,-0.0001027146560305,-0.0015782442440451,0.019459005006698067,0.009383477667307297
192,6,0.437,1.66,0.002,0.2717718952799701,8.943531262489983e-05,-0.0006950607974826,0.005891653707587379,0.0007550323599403495
193,10,0.53,2.0,0.023,6.527638915692515,-1.1936234591986417,-0.3685597937663428,0.041699301785650233,0.015410227199133975
194,9,0.46,1.9,0.07,4.660307801687363,-0.0970927762727211,-0.1545588481456366,0.01795627136998576,0.03656796205841697
195,6,0.832,1.68,0.023,1.6728963529221137,-0.0023186270668221,-0.0131951889728513,0.08276981838968323,0.02121287804397325
